alpha_cc,alpha_Ia,g_cc,g_ratio,reduced_chi2
0.33999999999999997,0.19999999999999998,0.27999999999999997,2.7,0.0006177588633255562
0.3,0.24,0.27999999999999997,2.68,0.0006181816335003132
0.3,0.26,0.27999999999999997,2.72,0.0006187670276024885
0.21999999999999997,0.36,0.27999999999999997,2.7600000000000002,0.0006190544927682122
0.31999999999999995,0.19999999999999998,0.27999999999999997,2.66,0.0006208914511839739
0.33999999999999997,0.21999999999999997,0.27999999999999997,2.74,0.0006210728963975568
0.19999999999999998,0.36,0.27999999999999997,2.7800000000000002,0.0006215552131190071
0.21999999999999997,0.31999999999999995,0.27999999999999997,2.7,0.0006216982298189534
0.21999999999999997,0.33999999999999997,0.27999999999999997,2.72,0.0006221932255938969
0.33999999999999997,0.18,0.27999999999999997,2.7,0.00062221573729465
0.33999999999999997,0.19999999999999998,0.27999999999999997,2.7800000000000002,0.0006222303800572053
0.3,0.27999999999999997,0.3,2.54,0.0006227923677919453
0.24,0.3,0.27999999999999997,2.68,0.0006228891610833138
0.31999999999999995,0.26,0.3,2.54,0.000623369943282479
0.3,0.27999999999999997,0.3,2.52,0.0006235394603442944
0.19999999999999998,0.38,0.27999999999999997,2.7800000000000002,0.0006237808810939972
0.19999999999999998,0.36,0.27999999999999997,2.7600000000000002,0.0006239781046336282
0.33999999999999997,0.18,0.27999999999999997,2.68,0.0006240064808602847
0.27999999999999997,0.21999999999999997,0.27999999999999997,2.68,0.0006240449905172025
0.31999999999999995,0.26,0.3,2.52,0.0006241583855298188
0.27999999999999997,0.21999999999999997,0.27999999999999997,2.66,0.0006244571742283791
0.31999999999999995,0.24,0.3,2.5,0.00062517494920476
0.24,0.27999999999999997,0.27999999999999997,2.7600000000000002,0.0006254884666491404
0.19999999999999998,0.36,0.27999999999999997,2.8000000000000003,0.0006255775752190253
0.27999999999999997,0.3,0.27999999999999997,2.7600000000000002,0.0006259085037474202
0.31999999999999995,0.21999999999999997,0.27999999999999997,2.68,0.0006260987664694731
0.21999999999999997,0.31999999999999995,0.27999999999999997,2.8000000000000003,0.000626431668433733
0.31999999999999995,0.24,0.3,2.48,0.0006270711407119067
0.3,0.19999999999999998,0.27999999999999997,2.66,0.0006274466525981558
0.36,0.18,0.27999999999999997,2.72,0.0006276677353718941
0.3,0.26,0.3,2.5,0.0006277466780377982
0.36,0.19999999999999998,0.27999999999999997,2.7800000000000002,0.0006282818427996089
0.36,0.18,0.27999999999999997,2.74,0.0006285702538724201
0.33999999999999997,0.18,0.27999999999999997,2.72,0.0006287213035455757
0.3,0.19999999999999998,0.27999999999999997,2.68,0.0006287954855858174
0.36,0.19999999999999998,0.27999999999999997,2.7600000000000002,0.0006288351205586291
0.31999999999999995,0.24,0.27999999999999997,2.72,0.0006289852135072497
0.31999999999999995,0.26,0.27999999999999997,2.7800000000000002,0.0006290132149278809
0.27999999999999997,0.24,0.27999999999999997,2.7800000000000002,0.000629205745380375
0.24,0.27999999999999997,0.27999999999999997,2.66,0.0006298275653997766
0.3,0.26,0.3,2.48,0.0006298991783885571
0.3,0.27999999999999997,0.3,2.56,0.0006302236724600805
0.26,0.24,0.27999999999999997,2.68,0.0006302531338191348
0.33999999999999997,0.21999999999999997,0.3,2.5,0.0006303087881154298
0.26,0.26,0.27999999999999997,2.7800000000000002,0.0006304995180616616
